age,annual_income,employment_length,employment_type,home_ownership,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,debt_to_income_ratio,loan_to_income_ratio,monthly_payment,payment_to_income_ratio,credit_score_tier,income_category,default
35,39318.58257010468,6.4,Full-time,Rent,579,50476.57,other,8.47,36,1.283784071055988,1.283784071055988,1592.7194291472592,0.4860966978066786,Poor,Medium,1
29,30039.231338352103,0.9,Full-time,Own,536,23033.74,debt_consolidation,8.61,36,0.766788595239188,0.766788595239188,728.2930597315982,0.2909367626068761,Poor,Medium,1
27,15324.880680738144,6.0,Full-time,Rent,636,27316.24,debt_consolidation,10.3,60,1.7824765209646172,1.7824765209646172,584.4298012526463,0.45763211871832704,Fair,Low,1
21,19449.450811477043,0.0,Full-time,Rent,587,14501.56,business,9.32,36,0.7456025437717083,0.7456025437717083,463.3085127649961,0.2858539404053093,Fair,Low,1
64,29844.298615315463,33.6,Full-time,Rent,647,58438.06,other,7.65,60,1.9580979520829087,1.9580979520829087,1175.1487401843758,0.4725118544074536,Fair,Low,1
26,22502.60270880531,4.1,Full-time,Rent,608,2918.61,major_purchase,8.19,36,0.12970099671439086,0.12970099671439086,91.71466382902808,0.0489088298002826,Fair,Low,0
37,44110.87039298487,15.9,Full-time,Mortgage,623,24488.23,debt_consolidation,9.57,60,0.555151820443209,0.555151820443209,515.136515328528,0.14013865808745019,Fair,Medium,0
36,52522.90142422183,6.4,Full-time,Own,637,50889.95,business,9.11,60,0.9689097254732243,0.9689097254732243,1059.1105657549047,0.24197686046334319,Fair,Medium,0
43,48935.9335320409,19.2,Full-time,Rent,618,28726.21,home_improvement,9.33,60,0.5870166956392373,0.5870166956392373,600.920162782727,0.14735678739369054,Fair,Medium,0
49,65808.32347265804,26.8,Full-time,Own,632,98781.43,home_improvement,7.03,60,1.5010476606510357,1.5010476606510357,1957.3891671683598,0.35692551893955116,Fair,High,0
50,29167.576858807333,5.0,Full-time,Rent,560,48057.89,major_purchase,8.22,36,1.6476476682528607,1.6476476682528607,1510.841781654377,0.6215840783626161,Poor,Low,1
33,39401.68450503135,5.8,Full-time,Rent,650,56157.85,business,7.33,60,1.4252652064362628,1.4252652064362628,1120.7569885312682,0.34133271283510364,Fair,Medium,1
37,20146.441157146404,1.0,Part-time,Rent,617,39159.79,debt_consolidation,9.82,36,1.9437571973404904,1.9437571973404904,1260.2695067799102,0.7506652893875683,Fair,Low,1
43,34841.54896002526,13.7,Full-time,Rent,596,33673.39,major_purchase,10.72,36,0.9664722437752258,0.9664722437752258,1097.9639376357054,0.37815675952711464,Fair,Medium,1
37,42531.49983288954,9.3,Full-time,Rent,723,83428.2,major_purchase,10.24,60,1.9615626142458562,1.9615626142458562,1782.4707782613998,0.5029131214083407,Good,Medium,1
59,92449.04456386603,7.8,Full-time,Own,702,31133.16,business,6.02,36,0.336760213660104,0.336760213660104,947.4132014480615,0.12297540197424958,Good,High,0
45,61076.57602832207,19.1,Part-time,Own,612,104275.72,vacation,10.78,60,1.70729478927643,1.70729478927643,2255.78289181756,0.44320419483335577,Fair,High,1
48,59595.49885536184,1.0,Self-employed,Own,630,10312.31,car,5.56,36,0.17303840387388914,0.17303840387388914,311.66865298844124,0.06275681733847595,Fair,Medium,0
47,57757.89161562059,21.0,Full-time,Rent,694,64148.31,vacation,8.54,60,1.1106414760931322,1.1106414760931322,1317.3378410448536,0.2736951375881415,Good,Medium,0
54,56244.71914430587,0.9,Full-time,Own,621,57397.51,medical,6.14,60,1.0204959838582612,1.0204959838582612,1113.3949852780074,0.23754656484383407,Fair,Medium,0
42,43535.16405364704,13.8,Full-time,Rent,658,75183.89,debt_consolidation,6.04,60,1.7269692588582695,1.7269692588582695,1454.9140163257116,0.4010314093314175,Fair,Medium,1
24,35224.20000409586,0.2,Full-time,Rent,674,50419.63,business,9.71,60,1.4313917702641143,1.4313917702641143,1064.087854107473,0.3625079986998965,Good,Medium,1
44,33456.8803589258,5.8,Full-time,Rent,600,31382.8,medical,9.85,60,0.938007359422784,0.938007359422784,664.4778745020706,0.23832869079491364,Fair,Medium,0
32,47878.86160170294,7.9,Full-time,Rent,635,86266.98,car,8.28,36,1.8017759218596725,1.8017759218596725,2714.4505338583112,0.6803295925720417,Fair,Medium,0
33,34426.631281352806,3.4,Full-time,Mortgage,582,61387.91,car,7.08,36,1.7831518134407411,1.7831518134407411,1897.7266519548405,0.6614855702071825,Fair,Medium,1
47,70434.2035806706,13.3,Full-time,Own,635,10353.16,home_improvement,9.65,36,0.14699051701695168,0.14699051701695168,332.3686747640262,0.0566262397302504,Fair,High,0
54,81365.55440085412,30.2,Part-time,Rent,604,142791.28,major_purchase,9.65,60,1.7549352554832598,1.7549352554832598,3009.360558461407,0.4438281895509066,Fair,High,1
40,24056.282185295255,0.9,Full-time,Rent,564,26474.23,medical,11.65,36,1.1005121155497066,1.1005121155497066,874.9042314452978,0.4364286507979669,Poor,Low,1
43,44242.390246506984,17.8,Full-time,Rent,628,74947.74,home_improvement,5.56,60,1.6940255619646876,1.6940255619646876,1433.665472572923,0.3888575091675423,Fair,Medium,0
60,61743.35586733133,2.5,Full-time,Rent,667,27445.84,home_improvement,9.57,60,0.4445148731302069,0.4445148731302069,577.3530540126554,0.11221023786006463,Fair,High,0
42,24503.995778140146,2.7,Self-employed,Rent,581,9485.04,car,8.81,36,0.38708135954143214,0.38708135954143214,300.78368895989206,0.1472985997956558,Fair,Low,1
71,73071.32289075713,6.0,Full-time,Mortgage,622,107574.58,car,9.73,60,1.472186019689637,1.472186019689637,2271.376762414763,0.37301255910921605,Fair,High,1
46,93398.49869592924,24.9,Full-time,Own,654,58204.04,business,8.44,60,0.6231796100865679,0.6231796100865679,1192.4625872598604,0.15320964733817508,Fair,High,1
21,34142.6484431866,0.0,Part-time,Rent,613,39666.83,vacation,7.61,36,1.161797101534336,1.161797101534336,1235.890004682073,0.4343740375285515,Fair,Medium,0
49,89352.53986806936,25.1,Full-time,Own,649,125875.35,home_improvement,7.83,36,1.408749546301171,1.408749546301171,3934.611733589238,0.5284163256331064,Fair,High,1
44,66673.76473586826,22.8,Full-time,Rent,697,83993.89,home_improvement,6.03,60,1.2597742205310642,1.2597742205310642,1625.0091458054028,0.2924705066065427,Good,High,0
55,57092.691567923706,13.0,Full-time,Mortgage,608,81530.33,medical,8.35,36,1.4280344429549727,1.4280344429549727,2568.04872038094,0.5397640888573014,Fair,Medium,1
48,53595.46594819444,17.0,Part-time,Rent,610,68531.39,business,7.55,60,1.2786788730644245,1.2786788730644245,1374.8573470337901,0.30782992315717117,Fair,Medium,1
38,55436.71219513003,13.2,Self-employed,Own,631,45477.13,home_improvement,9.78,36,0.8203432021712689,0.8203432021712689,1462.7262774675216,0.31662619651445023,Fair,Medium,1
25,36647.33881480741,1.6,Part-time,Rent,440,9965.85,car,10.73,36,0.271939254589839,0.271939254589839,324.9963653750003,0.10641854253614239,Poor,Medium,1
37,36678.852815222446,2.6,Self-employed,Own,616,63276.73,home_improvement,10.37,60,1.725155645373372,1.725155645373372,1355.9923126729161,0.44363186149927325,Fair,Medium,1
29,15000.0,3.5,Full-time,Rent,665,25611.23,home_improvement,14.9,60,1.7074153333333333,1.7074153333333333,607.9458321339428,0.4863566657071542,Fair,Low,1
33,89570.65509896667,9.3,Self-employed,Own,615,9923.55,car,8.76,36,0.1107901911517278,0.1107901911517278,314.4589541433464,0.04212883611882492,Fair,High,0
47,55933.60237248503,20.3,Full-time,Rent,661,94955.37,vacation,5.27,60,1.697644456504926,1.697644456504926,1803.694569212356,0.38696479240528225,Fair,Medium,1
60,69690.18778870138,9.0,Self-employed,Own,567,26961.65,debt_consolidation,14.35,60,0.3868787106980819,0.3868787106980819,632.253435458715,0.10886814150233412,Poor,High,1
44,55937.30509417275,4.0,Full-time,Own,662,40970.66,business,9.12,36,0.7324389319618494,0.7324389319618494,1305.1454328538737,0.2799874818402369,Fair,Medium,0
25,26443.816923046434,3.7,Part-time,Rent,685,23412.36,car,7.74,60,0.8853623540100808,0.8853623540100808,471.8103545142097,0.2141038969769975,Good,Low,1
45,57349.40819185344,1.1,Full-time,Mortgage,535,79790.15,car,9.98,36,1.3912985768410124,1.3912985768410124,2573.8545509380633,0.5385627434538058,Poor,Medium,1
54,86253.36183411916,24.2,Full-time,Own,651,23770.51,major_purchase,6.52,36,0.27558937407813733,0.27558937407813733,728.7588365492176,0.1013885818782233,Fair,High,0
32,37114.82365216127,0.5,Full-time,Rent,663,62005.01,home_improvement,7.72,60,1.6706265556077706,1.6706265556077706,1248.9455896340885,0.4038102731153976,Fair,Medium,1
38,29169.512901609,14.2,Full-time,Rent,678,55165.99,business,6.57,60,1.8912208162707107,1.8912208162707107,1081.195633742989,0.4447913699717693,Good,Low,1
40,46727.88545570219,17.2,Full-time,Mortgage,565,89255.97,medical,8.64,60,1.9101221707242504,1.9101221707242504,1837.2513290571487,0.47181711163853646,Poor,Medium,1
30,29474.65124495303,2.7,Unemployed,Rent,433,8090.56,other,13.75,36,0.27449213674361467,0.27449213674361467,275.5348036657982,0.11217834662439778,Poor,Low,1
47,79409.3315163299,1.9,Full-time,Rent,640,146654.94,home_improvement,10.76,60,1.8468224980566872,1.8468224980566872,3171.1086911676093,0.4792044406794427,Fair,High,1
38,64176.95546258898,8.2,Self-employed,Rent,570,75656.6,other,9.64,36,1.1788748695644018,1.1788748695644018,2428.4583392811405,0.4540804383960112,Poor,High,1
45,57121.34958273317,7.2,Unemployed,Own,489,84606.1,home_improvement,12.57,60,1.4811642340042857,1.4811642340042857,1906.476482890369,0.40051080658640426,Poor,Medium,1
29,15988.453703134881,3.3,Full-time,Rent,529,29868.57,home_improvement,15.03,60,1.8681337516800405,1.8681337516800405,711.0416301209191,0.5336663394645881,Poor,Low,1
34,23137.039777214377,8.6,Full-time,Rent,596,31371.31,debt_consolidation,7.94,60,1.35589125929994,1.35589125929994,635.1966041900203,0.32944401374054905,Fair,Low,1
48,59548.882822073385,5.7,Full-time,Own,601,57631.7,other,6.26,60,0.9678048901806982,0.9678048901806982,1121.1629977653736,0.22593129099304302,Fair,Medium,1
35,47841.45470931074,5.0,Full-time,Own,632,52516.16,debt_consolidation,10.63,60,1.0977124403740066,1.0977124403740066,1132.162079672804,0.2839785085680014,Fair,Medium,1
60,68956.92889654987,30.5,Full-time,Own,623,96578.08,major_purchase,7.66,36,1.400556572710594,1.400556572710594,3011.2807502115393,0.5240281082811743,Fair,High,0
35,35594.06640638301,9.0,Full-time,Rent,613,67448.19,home_improvement,8.25,60,1.894927913825116,1.894927913825116,1375.6902576099246,0.46379311941606927,Fair,Medium,0
42,42802.92675655759,6.9,Full-time,Rent,578,76644.48,debt_consolidation,10.19,36,1.7906364309131675,1.7906364309131675,2479.9444080388434,0.6952639726185749,Poor,Medium,1
51,62784.68381667979,19.9,Full-time,Mortgage,699,75117.34,car,10.22,60,1.1964277819623874,1.1964277819623874,1604.1650106789957,0.3066031228946617,Good,High,0
22,15000.0,0.8,Full-time,Rent,583,7513.79,business,10.12,36,0.5009193333333334,0.5009193333333334,242.8724106845119,0.1942979285476095,Fair,Low,1
21,15000.0,0.0,Full-time,Own,600,11381.78,debt_consolidation,5.31,36,0.7587853333333334,0.7587853333333334,342.7085657491688,0.27416685259933504,Fair,Low,1
21,15594.23731828974,0.0,Self-employed,Mortgage,543,12279.44,major_purchase,11.3,60,0.7874344701422511,0.7874344701422511,268.8256093703099,0.2068653468971006,Poor,Low,1
55,86332.88690732965,0.0,Full-time,Rent,677,56067.22,medical,8.61,60,0.6494306168654242,0.6494306168654242,1153.2796164046051,0.1603022427792844,Good,High,0
33,28047.032659201657,9.6,Full-time,Rent,614,42598.3,home_improvement,7.57,36,1.5188166433722312,1.5188166433722312,1326.4419269835528,0.5675218236885566,Fair,Low,1
70,89995.15772068842,40.3,Full-time,Own,721,151945.7,other,3.94,60,1.6883763954454425,1.6883763954454425,2794.199057644314,0.37257992030857545,Good,High,0
33,43652.37855210054,8.4,Part-time,Mortgage,566,30891.86,major_purchase,9.4,60,0.7076787342327648,0.7076787342327648,647.2779380198333,0.17793612888625143,Poor,Medium,1
42,71163.66283914872,1.6,Full-time,Mortgage,624,121521.87,other,4.5,60,1.707639336590585,1.707639336590585,2265.534560675127,0.3820266361155552,Fair,High,1
58,90972.559409547,21.7,Full-time,Own,684,136043.19,home_improvement,4.44,60,1.4954310495712306,1.4954310495712306,2532.5458579786155,0.33406282612022553,Good,High,0
64,78798.4724172288,35.3,Full-time,Own,638,73922.53,debt_consolidation,6.15,60,0.9381213586043744,0.9381213586043744,1434.2912344125912,0.2184242192135175,Fair,High,0
64,72528.7458313109,16.8,Self-employed,Own,608,103531.87,medical,6.89,60,1.4274598135309953,1.4274598135309953,2044.6862560734319,0.3382966959052091,Fair,High,0
54,56991.65599998752,6.5,Self-employed,Own,542,89006.31,business,12.36,60,1.5617428277574439,1.5617428277574439,1996.126256649853,0.4202986324840865,Poor,Medium,1
52,60790.83132403024,18.2,Full-time,Mortgage,701,70879.62,home_improvement,7.41,60,1.1659590509988917,1.1659590509988917,1417.2527679768637,0.2797631294935029,Good,High,0
47,51540.34714277312,21.5,Part-time,Own,550,48546.65,debt_consolidation,11.15,60,0.9419154641221137,0.9419154641221137,1059.157028311682,0.2466006739250754,Poor,Medium,1
49,68897.63147935653,1.4,Full-time,Rent,718,20204.74,car,7.82,36,0.2932573960260717,0.2932573960260717,631.4667063741999,0.10998346842678967,Good,High,0
33,46558.88455041366,7.2,Full-time,Mortgage,631,4777.05,home_improvement,5.9,36,0.10260232920372998,0.10260232920372998,145.11076585938468,0.03740057793753877,Fair,Medium,0
30,45317.69583327693,5.8,Full-time,Own,675,85232.5,car,7.05,36,1.8807774409707192,1.8807774409707192,2633.6810782631514,0.6973914352448337,Good,Medium,1
39,66770.61160374591,10.8,Full-time,Rent,617,40611.29,home_improvement,8.78,36,0.6082210275534103,0.6082210275534103,1287.2739597403138,0.23134860001817256,Fair,High,0
37,73282.0198718501,10.4,Part-time,Own,514,99639.34,medical,10.84,60,1.3596696730554305,1.3596696730554305,2158.4586017302568,0.3534496356139966,Poor,High,0
34,43395.37462992692,8.2,Self-employed,Own,498,82120.81,business,12.36,60,1.8923862439331658,1.8923862439331658,1841.706560561311,0.5092818973267832,Poor,Medium,1
48,75813.99046923988,3.5,Full-time,Mortgage,790,125453.46,debt_consolidation,7.94,60,1.6547534198308742,1.6547534198308742,2540.142945126887,0.4020592393680957,Excellent,High,0
51,57860.690462825754,7.0,Full-time,Own,616,19262.25,business,9.99,60,0.33290736501624674,0.33290736501624674,409.1711153062931,0.08485991688657984,Fair,Medium,1
41,68198.83356730457,12.4,Full-time,Own,712,110729.92,home_improvement,11.03,36,1.6236336343014144,1.6236336343014144,3626.7288590530693,0.6381450243674147,Good,High,0
57,86685.34922204445,0.6,Full-time,Rent,612,128307.05,vacation,10.2,60,1.4801468893127674,1.4801468893127674,2738.78924657102,0.3791352431962564,Fair,High,1
26,46482.171752534705,3.2,Self-employed,Rent,592,33739.29,debt_consolidation,8.62,60,0.7258544239202889,0.7258544239202889,694.1661675694759,0.17920836520250305,Fair,Medium,1
37,46750.03066872031,10.6,Self-employed,Rent,601,65928.92,debt_consolidation,12.1,60,1.4102433529334981,1.4102433529334981,1469.8861919348205,0.3772967429306859,Fair,Medium,1
31,27686.491946916332,2.4,Full-time,Rent,755,46213.9,vacation,4.29,36,1.6691858285479615,1.6691858285479615,1370.388355839161,0.5939596934707182,Excellent,Low,1
21,15000.0,0.0,Full-time,Own,584,9805.52,medical,10.9,36,0.6537013333333334,0.6537013333333334,320.5559910715577,0.25644479285724614,Fair,Low,1
39,47280.7978193869,9.6,Part-time,Rent,549,82796.03,major_purchase,10.17,60,1.751155518066375,1.751155518066375,1766.1045854023835,0.4482423309730737,Poor,Medium,0
38,69605.35762526316,4.4,Full-time,Mortgage,676,17383.75,debt_consolidation,6.45,36,0.24974729809721707,0.24974729809721707,532.3990739289055,0.09178587834491729,Good,High,0
58,67386.22478462364,17.1,Self-employed,Own,560,74270.63,major_purchase,10.69,60,1.1021633907728166,1.1021633907728166,1603.3649748937667,0.28552392956008893,Poor,High,1
47,69827.74623952794,23.7,Full-time,Own,679,37924.66,debt_consolidation,7.54,60,0.5431173429242327,0.5431173429242327,760.6534609636641,0.13071940629807838,Good,High,0
27,45286.389651851765,2.6,Full-time,Own,630,67169.68,home_improvement,5.31,60,1.4832200251859429,1.4832200251859429,1277.1365955789336,0.338416006768615,Fair,Medium,1
62,72863.35075388903,25.8,Full-time,Own,624,31494.85,medical,9.48,60,0.4322454248141887,0.4322454248141887,661.1426888519845,0.10888481224287312,Fair,High,0
54,86694.32510516567,1.2,Full-time,Own,702,64913.43,other,5.63,60,0.7487621585525457,0.7487621585525457,1243.820770288942,0.17216639296010794,Good,High,0
46,15000.0,1.9,Full-time,Rent,605,5130.49,major_purchase,9.7,36,0.34203266666666665,0.34203266666666665,164.8248017089312,0.13185984136714496,Fair,Low,1
37,26997.72886977483,1.3,Full-time,Mortgage,650,44347.5,debt_consolidation,8.38,60,1.6426381720445018,1.6426381720445018,907.2941683354162,0.4032757745120581,Fair,Low,1
28,20163.820639368867,5.4,Part-time,Rent,638,7084.0,other,9.72,60,0.351322307746025,0.351322307746025,149.53995058227082,0.08899500938247869,Fair,Low,1
35,30500.88482648068,4.9,Full-time,Rent,591,44957.94,debt_consolidation,5.16,60,1.4739880582404545,1.4739880582404545,851.7112884343159,0.335089802127261,Fair,Medium,1
53,70721.91036948335,7.3,Full-time,Own,639,102103.87,vacation,6.85,60,1.4437374424214937,1.4437374424214937,2014.560896174265,0.34182802228886944,Fair,High,1
62,81469.21111360514,30.6,Self-employed,Own,554,30184.34,home_improvement,10.6,60,0.37049996664272716,0.37049996664272716,650.2754753470194,0.09578226666860534,Poor,High,0
58,77943.75688770987,6.3,Part-time,Mortgage,644,91622.66,car,14.51,60,1.1754970976315233,1.1754970976315233,2156.2017059602945,0.3319627062472709,Fair,High,1
34,50466.64614080087,3.2,Full-time,Mortgage,606,52690.75,home_improvement,9.71,36,1.0440707681067993,1.0440707681067993,1693.0173044006876,0.40256702607354694,Fair,Medium,0
26,17104.363666205092,2.2,Part-time,Rent,569,21030.82,major_purchase,9.23,60,1.229558749475891,1.229558749475891,438.91656544296,0.3079330449294696,Poor,Low,1
41,32151.087811449543,6.6,Unemployed,Rent,526,60467.6,car,12.64,36,1.8807326319598576,1.8807326319598576,2026.9232437588798,0.7565242914252096,Poor,Medium,1
21,30944.795230117943,0.0,Full-time,Rent,583,7829.66,business,8.68,60,0.25302025564478614,0.25302025564478614,161.31756864935232,0.06255691173254695,Fair,Medium,0
43,43512.62059021867,7.4,Full-time,Rent,607,72185.57,debt_consolidation,10.28,36,1.6589570800575228,1.6589570800575228,2338.7262281431117,0.6449787293212601,Fair,Medium,1
38,23053.04381100586,6.7,Full-time,Rent,659,40066.29,home_improvement,8.58,36,1.7380043315959763,1.7380043315959763,1266.2798676150849,0.6591475961246615,Fair,Low,1
34,56095.587996935785,11.2,Full-time,Rent,679,19068.06,debt_consolidation,10.25,36,0.33992085083485696,0.33992085083485696,617.5131755495526,0.1320987687480771,Good,Medium,0
21,45926.52859753446,0.0,Full-time,Own,663,61844.74,business,9.72,60,1.346601667675795,1.346601667675795,1305.5137441238546,0.34111363100775016,Fair,Medium,1
46,80137.07436242903,20.7,Full-time,Own,650,114919.29,other,7.68,36,1.4340340087818084,1.4340340087818084,3584.212341771641,0.5367122326769704,Fair,High,1
33,43059.3531102564,10.4,Self-employed,Own,508,49193.84,home_improvement,8.21,60,1.1424658395130978,1.1424658395130978,1002.4251451673827,0.279360948856042,Poor,Medium,1
25,39473.7272023054,2.3,Full-time,Rent,590,41667.16,home_improvement,7.59,36,1.0555669036889552,1.0555669036889552,1297.8307408856808,0.39454011552571594,Fair,Medium,1
21,45548.02335042866,0.0,Full-time,Rent,582,32059.2,major_purchase,10.47,60,0.7038549127225361,0.7038549127225361,688.6009024801813,0.1814175505748793,Fair,Medium,1
39,38260.11908185188,10.0,Part-time,Mortgage,604,53918.26,major_purchase,9.37,60,1.4092548924024475,1.4092548924024475,1128.9614573377614,0.354090311613254,Fair,Medium,0
61,92507.62288793003,31.4,Full-time,Mortgage,698,59439.72,home_improvement,7.82,60,0.6425386162177066,0.6425386162177066,1200.1092718501613,0.15567702220225305,Good,High,0
59,77436.02825791085,20.9,Full-time,Own,637,75426.1,major_purchase,9.38,60,0.974044016678948,0.974044016678948,1579.6689278183958,0.24479596332969475,Fair,High,0
34,55231.09851395243,1.4,Full-time,Rent,622,95494.65,debt_consolidation,7.51,60,1.7290014605788844,1.7290014605788844,1913.970708093281,0.41584630968940994,Fair,Medium,1
32,41774.44616059666,8.9,Full-time,Rent,652,11284.37,debt_consolidation,8.39,60,0.2701261425853175,0.2701261425853175,230.91834065181078,0.06633289827874408,Fair,Medium,0
45,74952.32522249121,18.3,Self-employed,Own,598,82740.13,car,9.56,60,1.1039034446815517,1.1039034446815517,1740.1237962240052,0.27859690133298337,Fair,High,0
28,37251.16152286882,5.7,Full-time,Rent,594,38128.08,business,6.78,60,1.0235407015857168,1.0235407015857168,751.0304010980583,0.24193513557003934,Fair,Medium,1
43,30706.41580290399,4.2,Part-time,Mortgage,665,25152.08,business,7.14,60,0.8191148117528357,0.8191148117528357,499.70435650959257,0.19528336737848806,Fair,Medium,1
49,82372.11982370389,7.6,Full-time,Own,645,101754.81,vacation,9.51,36,1.2353064388506658,1.2353064388506658,3259.982393357563,0.47491540589238807,Fair,High,1
54,52736.19142779119,9.8,Part-time,Rent,624,6839.38,other,10.51,36,0.1296904424614127,0.1296904424614127,222.32881320783213,0.050590414026144816,Fair,Medium,0
38,65406.042645184134,8.6,Full-time,Own,674,67740.53,debt_consolidation,6.58,60,1.0356922275129843,1.0356922275129843,1327.9610912218575,0.24364007437523247,Good,High,0
37,43985.33982924263,2.1,Full-time,Own,555,44988.73,home_improvement,11.36,60,1.0228119226690684,1.0228119226690684,986.2604217037451,0.26906976520792125,Poor,Medium,1
29,52809.656303389325,3.1,Unemployed,Rent,456,57066.82,home_improvement,10.93,60,1.0806133573783068,1.0806133573783068,1238.7796923579563,0.2814893591220251,Poor,Medium,1
30,53462.20718910317,1.6,Full-time,Mortgage,682,26925.52,home_improvement,6.3,36,0.5036365203696275,0.5036365203696275,822.791472864367,0.18468181905487902,Good,Medium,0
37,51791.127665578024,4.2,Full-time,Own,633,25607.26,car,12.77,60,0.4944333354807289,0.4944333354807289,579.6333179665735,0.13430099187088732,Fair,Medium,0
44,61865.317900000184,16.2,Full-time,Own,577,82261.38,home_improvement,9.13,60,1.3296849154314256,1.3296849154314256,1712.8057493901572,0.33223249617669587,Poor,High,1
50,68203.83603754951,24.8,Full-time,Own,677,18836.69,medical,5.2,60,0.2761822661943749,0.2761822661943749,357.20014380637616,0.06284693024182163,Good,High,1
30,15000.0,0.2,Self-employed,Rent,520,10218.76,medical,10.12,60,0.6812506666666667,0.6812506666666667,217.72230824638666,0.17417784659710933,Poor,Low,1
57,72537.66514787982,20.4,Part-time,Rent,633,121758.12,business,8.41,60,1.6785503055795397,1.6785503055795397,2492.7761552481406,0.4123831915735713,Fair,High,0
36,27326.833969091065,0.5,Full-time,Own,747,8120.2,medical,8.7,36,0.2971511448850835,0.2971511448850835,257.087909629598,0.11289470705038979,Excellent,Low,0
39,50449.16308838833,1.5,Self-employed,Rent,607,49910.64,home_improvement,8.7,36,0.9893254306826691,0.9893254306826691,1580.1854764507525,0.3758679937700192,Fair,Medium,1
31,20567.72621103143,7.1,Full-time,Rent,636,28185.98,vacation,9.65,60,1.3703984441840025,1.3703984441840025,594.0263054829543,0.3465777204858067,Fair,Low,1
21,15000.0,0.0,Full-time,Rent,587,5536.86,major_purchase,11.91,36,0.36912399999999995,0.36912399999999995,183.66506803527116,0.14693205442821694,Fair,Low,0
50,85938.42430596954,23.6,Full-time,Own,620,59613.72,medical,8.01,60,0.6936794627250229,0.6936794627250229,1209.0366137260191,0.1688236604508518,Fair,High,1
48,75363.74472016793,12.8,Full-time,Own,716,87545.29,home_improvement,8.02,36,1.161636677225411,1.161636677225411,2744.1590009994434,0.43694628145489456,Good,High,0
36,44005.65783600717,12.9,Full-time,Own,601,31760.33,debt_consolidation,9.4,60,0.7217328762214854,0.7217328762214854,665.4750122922172,0.1814698504739177,Fair,Medium,0
40,51924.07212661672,3.2,Full-time,Rent,628,16038.4,home_improvement,9.49,60,0.3088817834027039,0.3088817834027039,336.757879570687,0.07782699602207711,Fair,Medium,0
46,53060.920630804016,6.2,Self-employed,Own,680,28736.31,home_improvement,8.29,36,0.5415720205826472,0.5415720205826472,904.3408852194073,0.20452134063299326,Good,Medium,1
21,33548.14563969284,0.0,Full-time,Rent,603,10329.11,debt_consolidation,9.78,36,0.30788914865622274,0.30788914865622274,332.22546409266704,0.11883534821653725,Fair,Medium,0
33,30113.421789903525,9.6,Full-time,Rent,677,59285.98,debt_consolidation,7.57,60,1.9687560056651383,1.9687560056651383,1189.9424817417898,0.47418423188589837,Good,Medium,1
49,75499.32428200242,6.4,Full-time,Own,684,41353.42,other,8.07,60,0.5477323193720007,0.5477323193720007,839.8843109821989,0.13349274086402563,Good,High,0
24,25017.256706822238,0.5,Full-time,Rent,583,27720.43,home_improvement,9.31,36,1.108052346620427,1.108052346620427,885.5071532037846,0.42475024192191574,Fair,Low,1
43,46668.39675744682,13.7,Full-time,Rent,651,42663.86,major_purchase,13.28,60,0.9141916792586662,0.9141916792586662,976.8600881702654,0.2511832818892084,Fair,Medium,0
23,27868.068158628572,0.2,Full-time,Rent,578,32942.17,medical,11.16,60,1.1820758372087006,1.1820758372087006,718.8739668228827,0.30954738422381967,Poor,Low,1
45,46641.272127387034,1.1,Full-time,Rent,679,48804.17,medical,8.11,36,1.0463730463162677,1.0463730463162677,1531.823093089235,0.3941118301161701,Good,Medium,1
39,52811.59117465063,1.9,Full-time,Own,703,78246.05,debt_consolidation,7.0,36,1.4816075081176083,1.4816075081176083,2416.0108651827277,0.548972862535315,Good,Medium,1
21,16939.561160299003,0.0,Part-time,Own,554,29792.05,car,12.34,60,1.7587261982809321,1.7587261982809321,667.8377212785127,0.473096828158959,Poor,Low,1
53,72705.82014397746,22.3,Unemployed,Own,579,46682.14,car,8.3,36,0.6420688179784859,0.6420688179784859,1469.317824794935,0.24250897469588262,Poor,High,1
31,55951.96249045181,5.6,Full-time,Own,652,25114.2,other,6.03,36,0.4488528888380945,0.4488528888380945,764.3640465243595,0.1639329194191817,Fair,Medium,0
30,25650.852663979087,1.9,Full-time,Rent,657,50538.48,debt_consolidation,5.79,60,1.9702456156933157,1.9702456156933157,972.1230689473373,0.4547793003290535,Fair,Low,1
42,49736.28339480972,4.9,Full-time,Rent,785,86816.56,medical,8.78,60,1.745537745770924,1.745537745770924,1792.9134749269576,0.43258080882997196,Excellent,Medium,1
53,72597.92679722623,26.0,Part-time,Own,736,57457.25,business,9.56,60,0.7914447772108457,0.7914447772108457,1208.394620489377,0.1997403519025361,Good,High,0
27,26089.258319346696,3.0,Full-time,Rent,602,46963.14,debt_consolidation,9.83,60,1.8000948675943813,1.8000948675943813,993.9041536593537,0.4571555732984481,Fair,Low,1
40,56117.350785281335,13.3,Full-time,Rent,659,77107.37,car,7.35,36,1.3740379565498662,1.3740379565498662,2393.2102794171824,0.5117583590659912,Fair,Medium,0
45,63839.45748604729,10.9,Full-time,Own,600,59440.87,home_improvement,8.45,60,0.931099234560246,0.931099234560246,1218.0885594431102,0.2289659606915052,Fair,High,0
48,75570.96054271964,6.4,Part-time,Mortgage,655,132967.23,home_improvement,12.63,60,1.7595016530831937,1.7595016530831937,3000.287914583101,0.47641917896021396,Fair,High,1
